timestamps,values,labels
1604958600000,0.23506493506493506,0
1604958900000,0.20447330447330445,0
1604959200000,0.26580086580086576,0
1604959500000,0.2842712842712843,0
1604959800000,0.2808080808080808,0
1604960100000,0.29567099567099564,0
1604960400000,0.2891774891774892,0
1604960700000,0.34588744588744585,0
1604961000000,0.33376623376623377,0
1604961300000,0.3206349206349206,0
1604961600000,0.3940836940836941,0
1604961900000,0.37445887445887444,0
1604962200000,0.3916305916305916,0
1604962500000,0.38181818181818183,0
1604962800000,0.43145743145743143,0
1604963100000,0.39610389610389607,0
1604963400000,0.47994227994227995,0
1604963700000,0.39206349206349206,0
1604964000000,0.3877344877344877,0
1604964300000,0.41414141414141414,0
1604964600000,0.39855699855699855,0
1604964900000,0.4144300144300144,0
1604965200000,0.4007215007215007,0
1604965500000,0.39494949494949494,0
1604965800000,0.4261183261183261,0
1604966100000,0.39841269841269844,0
1604966400000,0.4757575757575757,0
1604966700000,0.4152958152958153,0
1604967000000,0.4225108225108225,0
1604967300000,0.4152958152958153,0
1604967600000,0.41024531024531025,0
1604967900000,0.48542568542568537,0
1604968200000,0.40389610389610386,0
1604968500000,0.4226551226551226,0
1604968800000,0.46825396825396826,0
1604969100000,0.45310245310245306,0
1604969400000,0.4187590187590187,0
1604969700000,0.5119769119769121,0
1604970000000,0.5099567099567099,0
1604970300000,0.4906204906204906,0
1604970600000,0.44992784992784995,0
1604970900000,0.4316017316017316,0
1604971200000,0.4021645021645021,0
1604971500000,0.39927849927849923,0
1604971800000,0.4492063492063492,0
1604972100000,0.416017316017316,0
1604972400000,0.39365079365079364,0
1604972700000,0.42207792207792205,0
1604973000000,0.38715728715728714,0
1604973300000,0.4124098124098124,0
1604973600000,0.4062049062049062,0
1604973900000,0.417027417027417,0
1604974200000,0.4779220779220779,0
1604974500000,0.4161616161616161,0
1604974800000,0.4502164502164502,0
1604975100000,0.3793650793650793,0
1604975400000,0.37806637806637805,0
1604975700000,0.4157287157287157,0
1604976000000,0.39076479076479076,0
1604976300000,0.40735930735930737,0
1604976600000,0.4278499278499278,0
1604976900000,0.4686868686868687,0
1604977200000,0.43636363636363634,0
1604977500000,0.45714285714285713,0
1604977800000,0.4562770562770562,0
1604978100000,0.4473304473304473,0
1604978400000,0.4427128427128427,0
1604978700000,0.40735930735930737,0
1604979000000,0.4252525252525252,0
1604979300000,0.4518037518037518,0
1604979600000,0.41673881673881674,0
1604979900000,0.3847041847041847,0
1604980200000,0.4118326118326118,0
1604980500000,0.3813852813852814,0
1604980800000,0.372005772005772,0
1604981100000,0.35627705627705625,0
1604981400000,0.3773448773448773,0
1604981700000,0.3607503607503607,0
1604982000000,0.40028860028860025,0
1604982300000,0.38903318903318906,0
1604982600000,0.38903318903318906,0
1604982900000,0.41673881673881674,0
1604983200000,0.40851370851370855,0
1604983500000,0.40086580086580087,0
1604983800000,0.3852813852813853,0
1604984100000,0.4069264069264069,0
1604984400000,0.3874458874458874,0
1604984700000,0.39639249639249635,0
1604985000000,0.3874458874458874,0
1604985300000,0.4125541125541125,0
1604985600000,0.3721500721500721,0
1604985900000,0.3691197691197691,0
1604986200000,0.4366522366522367,0
1604986500000,0.34935064935064936,0
1604986800000,0.37633477633477636,0
1604987100000,0.3786435786435786,0
1604987400000,0.3593073593073593,0
1604987700000,0.33549783549783546,0
1604988000000,0.3421356421356421,0
1604988300000,0.3581529581529581,0
1604988600000,0.36147186147186144,0
1604988900000,0.3976911976911977,0
1604989200000,0.39191919191919194,0
1604989500000,0.32222222222222224,0
1604989800000,0.3424242424242424,0
1604990100000,0.33116883116883117,0
1604990400000,0.33059163059163055,0
1604990700000,0.3659451659451659,0
1604991000000,0.34834054834054834,0
1604991300000,0.3294372294372294,0
1604991600000,0.3764790764790764,0
1604991900000,0.3634920634920635,0
1604992200000,0.37272727272727274,0
1604992500000,0.37272727272727274,0
1604992800000,0.3443001443001443,0
1604993100000,0.36623376623376624,0
1604993400000,0.3594516594516594,0
1604993700000,0.36262626262626263,0
1604994000000,0.35339105339105337,0
1604994300000,0.35656565656565653,0
1604994600000,0.34054834054834054,0
1604994900000,0.36277056277056274,0
1604995200000,0.3812409812409812,0
1604995500000,0.344011544011544,0
1604995800000,0.33116883116883117,0
1604996100000,0.3976911976911977,0
1604996400000,0.3617604617604617,0
1604996700000,0.33275613275613275,0
1604997000000,0.3331890331890332,0
1604997300000,0.3606060606060606,0
1604997600000,0.3284271284271284,0
1604997900000,0.3923520923520923,0
1604998200000,0.34025974025974026,0
1604998500000,0.3336219336219336,0
1604998800000,0.3154401154401154,0
1604999100000,0.35425685425685427,0
1604999400000,0.3362193362193362,0
1604999700000,0.34069264069264066,0
1605000000000,0.3248196248196248,0
1605000300000,0.30548340548340547,0
1605000600000,0.31933621933621936,0
1605000900000,0.344011544011544,0
1605001200000,0.31731601731601733,0
1605001500000,0.35873015873015873,0
1605001800000,0.33232323232323235,0
1605002100000,0.33217893217893213,0
1605002400000,0.29033189033189033,0
1605002700000,0.2972582972582972,0
1605003000000,0.31486291486291484,0
1605003300000,0.3154401154401154,0
1605003600000,0.3165945165945166,0
1605003900000,0.30966810966810965,0
1605004200000,0.3235209235209235,0
1605004500000,0.3,0
1605004800000,0.32741702741702744,0
1605005100000,0.32121212121212117,0
1605005400000,0.31847041847041846,0
1605005700000,0.32914862914862913,0
1605006000000,0.33059163059163055,0
1605006300000,0.32265512265512264,0
1605006600000,0.34357864357864354,0
1605006900000,0.3253968253968254,0
1605007200000,0.3339105339105339,0
1605007500000,0.3308802308802309,0
1605007800000,0.3248196248196248,0
1605008100000,0.3603174603174603,0
1605008400000,0.3401154401154401,0
1605008700000,0.31731601731601733,0
1605009000000,0.33419913419913416,0
1605009300000,0.32857142857142857,0
1605009600000,0.33419913419913416,0
1605009900000,0.3155844155844156,0
1605010200000,0.3295815295815296,0
1605010500000,0.3386724386724386,0
1605010800000,0.3216450216450216,0
1605011100000,0.33549783549783546,0
1605011400000,0.35613275613275613,0
1605011700000,0.35238095238095235,0
1605012000000,0.3558441558441558,0
1605012300000,0.3526695526695527,0
1605012600000,0.3367965367965368,0
1605012900000,0.34184704184704184,0
1605013200000,0.3432900432900433,0
1605013500000,0.35194805194805195,0
1605013800000,0.32279942279942275,0
1605014100000,0.3255411255411255,0
1605014400000,0.32871572871572874,0
1605014700000,0.34170274170274173,0
1605015000000,0.33578643578643574,0
1605015300000,0.3318903318903319,0
1605015600000,0.3603174603174603,0
1605015900000,0.3424242424242424,0
1605016200000,0.3639249639249639,0
1605016500000,0.3515151515151515,0
1605016800000,0.32784992784992784,0
1605017100000,0.36017316017316015,0
1605017400000,0.34054834054834054,0
1605017700000,0.3303030303030303,0
1605018000000,0.33232323232323235,0
1605018300000,0.3386724386724386,0
1605018600000,0.3238095238095238,0
1605018900000,0.32251082251082247,0
1605019200000,0.31443001443001445,0
1605019500000,0.3164502164502164,0
1605019800000,0.29264069264069265,0
1605020100000,0.2855699855699856,0
1605020400000,0.2994227994227994,0
1605020700000,0.2847041847041847,0
1605021000000,0.2963924963924964,0
1605021300000,0.2874458874458874,0
1605021600000,0.27489177489177485,0
1605021900000,0.2626262626262626,0
1605022200000,0.26522366522366525,0
1605022500000,0.2505050505050505,0
1605022800000,0.26060606060606056,0
1605023100000,0.22712842712842712,0
1605023400000,0.23304473304473303,0
1605023700000,0.2357864357864358,0
1605024000000,0.25411255411255407,0
1605024300000,0.287012987012987,0
1605024600000,0.2826839826839827,0
1605024900000,0.26060606060606056,0
1605025200000,0.26046176046176045,0
1605025500000,0.2274170274170274,0
1605025800000,0.22193362193362193,0
1605026100000,0.20966810966810967,0
1605026400000,0.1865800865800866,0
1605026700000,0.1919191919191919,0
1605027000000,0.18297258297258295,0
1605027300000,0.16623376623376623,0
1605027600000,0.15295815295815293,0
1605027900000,0.13766233766233765,0
1605028200000,0.13405483405483404,0
1605028500000,0.12193362193362194,0
1605028800000,0.12034632034632035,0
1605029100000,0.12265512265512266,0
1605029400000,0.11067821067821068,0
1605029700000,0.10836940836940837,0
1605030000000,0.09206349206349206,0
1605030300000,0.09018759018759019,0
1605030600000,0.08181818181818182,0
1605030900000,0.07344877344877344,0
1605031200000,0.07647907647907648,0
1605031500000,0.08802308802308803,0
1605031800000,0.0683982683982684,0
1605032100000,0.07532467532467534,0
1605032400000,0.07041847041847042,0
1605032700000,0.06392496392496393,0
1605033000000,0.06277056277056277,0
1605033300000,0.07388167388167388,0
1605033600000,0.0621933621933622,0
1605033900000,0.05959595959595959,0
1605034200000,0.05483405483405483,0
1605034500000,0.05382395382395382,0
1605034800000,0.04660894660894661,0
1605035100000,0.04761904761904762,0
1605035400000,0.05007215007215008,0
1605035700000,0.04646464646464647,0
1605036000000,0.05613275613275613,0
1605036300000,0.046753246753246755,0
1605036600000,0.048196248196248195,0
1605036900000,0.047763347763347765,0
1605037200000,0.05266955266955267,0
1605037500000,0.046753246753246755,0
1605037800000,0.05670995670995671,0
1605038100000,0.05151515151515152,0
1605038400000,0.07186147186147186,0
1605038700000,0.046320346320346324,0
1605039000000,0.06118326118326118,0
1605039300000,0.06103896103896104,0
1605039600000,0.0632034632034632,0
1605039900000,0.05974025974025974,0
1605040200000,0.06363636363636364,0
1605040500000,0.06984126984126984,0
1605040800000,0.08095238095238096,0
1605041100000,0.08888888888888889,0
1605041400000,0.07922077922077922,0
1605041700000,0.08152958152958154,0
1605042000000,0.09134199134199134,0
1605042300000,0.10173160173160173,0
1605042600000,0.10562770562770564,0
1605042900000,0.12337662337662338,0
1605043200000,0.12308802308802308,0
1605043500000,0.13318903318903316,0
1605043800000,0.1404040404040404,0
1605044100000,0.16536796536796536,0
1605044400000,0.1512265512265512,0
1605044700000,0.1746031746031746,0
1605045000000,0.1997113997113997,0
1605045300000,0.19509379509379507,0
1605045600000,0.1937950937950938,0
1605045900000,0.22265512265512266,0
1605046200000,0.23997113997113997,0
1605046500000,0.25945165945165943,0
1605046800000,0.2834054834054834,0
1605047100000,0.28008658008658005,0
1605047400000,0.29653679653679654,0
1605047700000,0.31630591630591626,0
1605048000000,0.327994227994228,0
1605048300000,0.3526695526695527,0
1605048600000,0.36248196248196246,0
1605048900000,0.3711399711399711,0
1605049200000,0.39552669552669556,0
1605049500000,0.3796536796536797,0
1605049800000,0.3779220779220779,0
1605050100000,0.38066378066378065,0
1605050400000,0.3802308802308802,0
1605050700000,0.37128427128427127,0
1605051000000,0.39105339105339104,0
1605051300000,0.3956709956709956,0
1605051600000,0.3466089466089466,0
1605051900000,0.3784992784992785,0
1605052200000,0.38932178932178935,0
1605052500000,0.3867243867243867,0
1605052800000,0.3981240981240981,0
1605053100000,0.37417027417027415,0
1605053400000,0.36854256854256856,0
1605053700000,0.3926406926406927,0
1605054000000,0.3939393939393939,0
1605054300000,0.3528138528138528,0
1605054600000,0.375036075036075,0
1605054900000,0.3813852813852814,0
1605055200000,0.38715728715728714,0
1605055500000,0.41500721500721505,0
1605055800000,0.40317460317460313,0
1605056100000,0.4373737373737374,0
1605056400000,0.41212121212121217,0
1605056700000,0.3906204906204906,0
1605057000000,0.4301587301587302,0
1605057300000,0.3619047619047619,0
1605057600000,0.3616161616161616,0
1605057900000,0.3295815295815296,0
1605058200000,0.3474747474747475,0
1605058500000,0.41111111111111104,0
1605058800000,0.3474747474747475,0
1605059100000,0.3878787878787879,0
1605059400000,0.3486291486291486,0
1605059700000,0.33290043290043286,0
1605060000000,0.4077922077922078,0
1605060300000,0.4292929292929293,0
1605060600000,0.39365079365079364,0
1605060900000,0.3878787878787879,0
1605061200000,0.372005772005772,0
1605061500000,0.36926406926406924,0
1605061800000,0.3531024531024531,0
1605062100000,0.35656565656565653,0
1605062400000,0.4365079365079365,0
1605062700000,0.3914862914862915,0
1605063000000,0.38095238095238093,0
1605063300000,0.3737373737373737,0
1605063600000,0.3721500721500721,0
1605063900000,0.35079365079365077,0
1605064200000,0.41197691197691194,0
1605064500000,0.35497835497835495,0
1605064800000,0.3415584415584415,0
1605065100000,0.3391053391053391,0
1605065400000,0.32770562770562767,0
1605065700000,0.3307359307359307,0
1605066000000,0.31457431457431456,0
1605066300000,0.3266955266955267,0
1605066600000,0.3339105339105339,0
1605066900000,0.3447330447330447,0
1605067200000,0.3505050505050505,0
1605067500000,0.30216450216450214,0
1605067800000,0.34199134199134196,0
1605068100000,0.3486291486291486,0
1605068400000,0.3202020202020202,0
1605068700000,0.3255411255411255,0
1605069000000,0.32568542568542563,0
1605069300000,0.32568542568542563,0
1605069600000,0.33116883116883117,0
1605069900000,0.31760461760461756,0
1605070200000,0.3464646464646464,0
1605070500000,0.3333333333333333,0
1605070800000,0.33953823953823953,0
1605071100000,0.3034632034632035,0
1605071400000,0.30014430014430016,0
1605071700000,0.2945165945165945,0
1605072000000,0.33953823953823953,0
1605072300000,0.27936507936507937,0
1605072600000,0.3012987012987013,0
1605072900000,0.28138528138528135,0
1605073200000,0.2741702741702742,0
1605073500000,0.29307359307359304,0
1605073800000,0.28643578643578643,0
1605074100000,0.2789321789321789,0
1605074400000,0.278066378066378,0
1605074700000,0.28124098124098124,0
1605075000000,0.3385281385281385,0
1605075300000,0.3427128427128427,0
1605075600000,0.2988455988455988,0
1605075900000,0.2691197691197691,0
1605076200000,0.31327561327561326,0
1605076500000,0.343001443001443,0
1605076800000,0.3,0
1605077100000,0.29018759018759016,0
1605077400000,0.3141414141414141,0
1605077700000,0.32395382395382394,0
1605078000000,0.3111111111111111,0
1605078300000,0.3220779220779221,0
1605078600000,0.3062049062049062,0
1605078900000,0.30086580086580084,0
1605079200000,0.30317460317460315,0
1605079500000,0.3064935064935065,0
1605079800000,0.3181818181818182,0
1605080100000,0.3090909090909091,0
1605080400000,0.34559884559884557,0
1605080700000,0.32914862914862913,0
1605081000000,0.3266955266955267,0
1605081300000,0.29365079365079366,0
1605081600000,0.31861471861471863,0
1605081900000,0.3089466089466089,0
1605082200000,0.3004329004329004,0
1605082500000,0.29913419913419914,0
1605082800000,0.3177489177489177,0
1605083100000,0.2920634920634921,0
1605083400000,0.32395382395382394,0
1605083700000,0.3088023088023088,0
1605084000000,0.29004329004329005,0
1605084300000,0.30548340548340547,0
1605084600000,0.29437229437229434,0
1605084900000,0.27705627705627706,0
1605085200000,0.2935064935064935,0
1605085500000,0.2831168831168831,0
1605085800000,0.26839826839826836,0
1605086100000,0.28239538239538237,0
1605086400000,0.2904761904761905,0
1605086700000,0.2815295815295815,0
1605087000000,0.372005772005772,0
1605087300000,0.283982683982684,0
1605087600000,0.2821067821067821,0
1605087900000,0.319047619047619,0
1605088200000,0.27705627705627706,0
1605088500000,0.27171717171717175,0
1605088800000,0.30144300144300146,0
1605089100000,0.27849927849927847,0
1605089400000,0.2647907647907648,0
1605089700000,0.3101010101010101,0
1605090000000,0.27647907647907644,0
1605090300000,0.2766233766233766,0
1605090600000,0.3137085137085137,0
1605090900000,0.2994227994227994,0
1605091200000,0.272005772005772,0
1605091500000,0.283982683982684,0
1605091800000,0.2893217893217893,0
1605092100000,0.30447330447330445,0
1605092400000,0.28354978354978355,0
1605092700000,0.29624819624819626,0
1605093000000,0.30014430014430016,0
1605093300000,0.2883116883116883,0
1605093600000,0.28614718614718615,0
1605093900000,0.3142857142857143,0
1605094200000,0.36897546897546896,0
1605094500000,0.2881673881673881,0
1605094800000,0.33376623376623377,0
1605095100000,0.35353535353535354,0
1605095400000,0.3551226551226551,0
1605095700000,0.3294372294372294,0
1605096000000,0.3177489177489177,0
1605096300000,0.28225108225108225,0
1605096600000,0.3421356421356421,0
1605096900000,0.3151515151515151,0
1605097200000,0.30158730158730157,0
1605097500000,0.36118326118326116,0
1605097800000,0.32741702741702744,0
1605098100000,0.30793650793650795,0
1605098400000,0.3062049062049062,0
1605098700000,0.3308802308802309,0
1605099000000,0.3281385281385281,0
1605099300000,0.30548340548340547,0
1605099600000,0.30735930735930733,0
1605099900000,0.3479076479076479,0
1605100200000,0.3024531024531024,0
1605100500000,0.3206349206349206,0
1605100800000,0.30303030303030304,0
1605101100000,0.33304473304473303,0
1605101400000,0.3059163059163059,0
1605101700000,0.36637806637806636,0
1605102000000,0.2959595959595959,0
1605102300000,0.3307359307359307,0
1605102600000,0.3207792207792208,0
1605102900000,0.335064935064935,0
1605103200000,0.3088023088023088,0
1605103500000,0.2972582972582972,0
1605103800000,0.3245310245310245,0
1605104100000,0.30028860028860027,0
1605104400000,0.2987012987012987,0
1605104700000,0.32279942279942275,0
1605105000000,0.3246753246753247,0
1605105300000,0.30028860028860027,0
1605105600000,0.29148629148629146,0
1605105900000,0.36536796536796534,0
1605106200000,0.29523809523809524,0
1605106500000,0.27647907647907644,0
1605106800000,0.2685425685425685,0
1605107100000,0.2505050505050505,0
1605107400000,0.28196248196248197,0
1605107700000,0.24271284271284269,0
1605108000000,0.24776334776334774,0
1605108300000,0.25295815295815294,0
1605108600000,0.22063492063492063,0
1605108900000,0.23217893217893218,0
1605109200000,0.21803751803751803,0
1605109500000,0.2167388167388167,0
1605109800000,0.21875901875901874,0
1605110100000,0.22438672438672438,0
1605110400000,0.30086580086580084,0
1605110700000,0.3118326118326118,0
1605111000000,0.26305916305916305,0
1605111300000,0.22164502164502162,0
1605111600000,0.2225108225108225,0
1605111900000,0.21154401154401153,0
1605112200000,0.17936507936507934,0
1605112500000,0.17099567099567098,0
1605112800000,0.14574314574314573,0
1605113100000,0.14834054834054833,0
1605113400000,0.12453102453102453,0
1605113700000,0.12308802308802308,0
1605114000000,0.11298701298701298,0
1605114300000,0.11024531024531026,0
1605114600000,0.10216450216450217,0
1605114900000,0.08686868686868687,0
1605115200000,0.08585858585858586,0
1605115500000,0.08585858585858586,0
1605115800000,0.07041847041847042,0
1605116100000,0.08181818181818182,0
1605116400000,0.070995670995671,0
1605116700000,0.06132756132756133,0
1605117000000,0.06926406926406926,0
1605117300000,0.05497835497835498,0
1605117600000,0.05815295815295815,0
1605117900000,0.052525252525252523,0
1605118200000,0.046897546897546896,0
1605118500000,0.050937950937950935,0
1605118800000,0.05743145743145743,0
1605119100000,0.045165945165945166,0
1605119400000,0.04531024531024531,0
1605119700000,0.05036075036075036,0
1605120000000,0.047041847041847044,0
1605120300000,0.04184704184704185,0
1605120600000,0.044733044733044736,0
1605120900000,0.04141414141414142,0
1605121200000,0.04040404040404041,0
1605121500000,0.03535353535353535,0
1605121800000,0.045021645021645025,0
1605122100000,0.04256854256854257,0
1605122400000,0.03910533910533911,0
1605122700000,0.046753246753246755,0
1605123000000,0.043434343434343436,0
1605123300000,0.04184704184704185,0
1605123600000,0.072005772005772,0
1605123900000,0.05396825396825397,0
1605124200000,0.04805194805194805,0
1605124500000,0.04357864357864358,0
1605124800000,0.0518037518037518,0
1605125100000,0.048196248196248195,0
1605125400000,0.04805194805194805,0
1605125700000,0.05353535353535354,0
1605126000000,0.05425685425685426,0
1605126300000,0.06132756132756133,0
1605126600000,0.06608946608946609,0
1605126900000,0.058008658008658016,0
1605127200000,0.07128427128427128,0
1605127500000,0.07402597402597402,0
1605127800000,0.07777777777777778,0
1605128100000,0.08152958152958154,0
1605128400000,0.0873015873015873,0
1605128700000,0.0961038961038961,0
1605129000000,0.13419913419913418,0
1605129300000,0.11645021645021646,0
1605129600000,0.11385281385281386,0
1605129900000,0.15007215007215005,0
1605130200000,0.13852813852813853,0
1605130500000,0.1707070707070707,0
1605130800000,0.14718614718614717,0
1605131100000,0.1538239538239538,0
1605131400000,0.1818181818181818,0
1605131700000,0.18917748917748917,0
1605132000000,0.20808080808080806,0
1605132300000,0.2268398268398268,0
1605132600000,0.23896103896103893,0
1605132900000,0.24617604617604616,0
1605133200000,0.2662337662337662,0
1605133500000,0.2728715728715729,0
1605133800000,0.2988455988455988,0
1605134100000,0.3154401154401154,0
1605134400000,0.30923520923520925,0
1605134700000,0.3316017316017316,0
1605135000000,0.3479076479076479,0
1605135300000,0.3336219336219336,0
1605135600000,0.3528138528138528,0
1605135900000,0.3722943722943723,0
1605136200000,0.36147186147186144,0
1605136500000,0.37806637806637805,0
1605136800000,0.4059163059163059,0
1605137100000,0.3909090909090909,0
1605137400000,0.38354978354978353,0
1605137700000,0.37979797979797975,0
1605138000000,0.3779220779220779,0
1605138300000,0.3776334776334776,0
1605138600000,0.36204906204906206,0
1605138900000,0.37258297258297257,0
1605139200000,0.4157287157287157,0
1605139500000,0.4024531024531024,0
1605139800000,0.35194805194805195,0
1605140100000,0.4178932178932179,0
1605140400000,0.3756132756132756,0
1605140700000,0.37691197691197686,0
1605141000000,0.3826839826839827,0
1605141300000,0.3924963924963925,0
1605141600000,0.36277056277056274,0
1605141900000,0.36854256854256856,0
1605142200000,0.3865800865800865,0
1605142500000,0.3558441558441558,0
1605142800000,0.3813852813852814,0
1605143100000,0.39855699855699855,0
1605143400000,0.3761904761904762,0
1605143700000,0.36796536796536794,0
1605144000000,0.36204906204906206,0
1605144300000,0.3529581529581529,0
1605144600000,0.3699855699855699,0
1605144900000,0.34559884559884557,0
1605145200000,0.3509379509379509,0
1605145500000,0.3675324675324675,0
1605145800000,0.3575757575757576,0
1605146100000,0.3956709956709956,0
1605146400000,0.48946608946608944,0
1605146700000,0.42828282828282827,0
1605147000000,0.42178932178932177,0
1605147300000,0.39552669552669556,0
1605147600000,0.36378066378066376,0
1605147900000,0.36277056277056274,0
1605148200000,0.4106782106782107,0
1605148500000,0.37835497835497833,0
1605148800000,0.36796536796536794,0
1605149100000,0.3544011544011544,0
1605149400000,0.3670995670995671,0
1605149700000,0.34545454545454546,0
1605150000000,0.44747474747474747,0
1605150300000,0.34285714285714286,0
1605150600000,0.3591630591630592,0
1605150900000,0.3538239538239538,0
1605151200000,0.38686868686868686,0
1605151500000,0.3803751803751804,0
1605151800000,0.32640692640692637,0
1605152100000,0.3294372294372294,0
1605152400000,0.35627705627705625,0
1605152700000,0.30548340548340547,0
1605153000000,0.31096681096681095,0
1605153300000,0.3217893217893218,0
1605153600000,0.30981240981240976,0
1605153900000,0.29956709956709954,0
1605154200000,0.30577200577200575,0
1605154500000,0.313997113997114,0
1605154800000,0.30057720057720055,0
1605155100000,0.30418470418470417,0
1605155400000,0.3082251082251082,0
1605155700000,0.3203463203463203,0
1605156000000,0.3421356421356421,0
1605156300000,0.3196248196248196,0
1605156600000,0.30606060606060603,0
1605156900000,0.28138528138528135,0
1605157200000,0.2626262626262626,0
1605157500000,0.2920634920634921,0
1605157800000,0.26666666666666666,0
1605158100000,0.2907647907647907,0
1605158400000,0.26594516594516593,0
1605158700000,0.2642135642135642,0
1605159000000,0.31919191919191914,0
1605159300000,0.27215007215007214,0
1605159600000,0.26580086580086576,0
1605159900000,0.26435786435786435,0
1605160200000,0.27705627705627706,0
1605160500000,0.2714285714285714,0
1605160800000,0.2810966810966811,0
1605161100000,0.28845598845598847,0
1605161400000,0.2946608946608946,0
1605161700000,0.3046176046176046,0
1605162000000,0.32582972582972586,0
1605162300000,0.26796536796536796,0
1605162600000,0.3089466089466089,0
1605162900000,0.2906204906204906,0
1605163200000,0.2924963924963925,0
1605163500000,0.27229437229437226,0
1605163800000,0.28225108225108225,0
1605164100000,0.2984126984126984,0
1605164400000,0.28874458874458875,0
1605164700000,0.33766233766233766,0
1605165000000,0.3069264069264069,0
1605165300000,0.3025974025974026,0
1605165600000,0.32092352092352094,0
1605165900000,0.35007215007215003,0
1605166200000,0.31082251082251083,0
1605166500000,0.3464646464646464,0
1605166800000,0.30793650793650795,0
1605167100000,0.2971139971139971,0
1605167400000,0.3012987012987013,0
1605167700000,0.3069264069264069,0
1605168000000,0.3432900432900433,0
1605168300000,0.31327561327561326,0
1605168600000,0.2997113997113997,0
1605168900000,0.287012987012987,0
1605169200000,0.33275613275613275,0
1605169500000,0.28614718614718615,0
1605169800000,0.2688311688311688,0
1605170100000,0.2909090909090909,0
1605170400000,0.3049062049062049,0
1605170700000,0.31731601731601733,0
1605171000000,0.33694083694083693,0
1605171300000,0.370995670995671,0
1605171600000,0.2754689754689755,0
1605171900000,0.3059163059163059,0
1605172200000,0.30274170274170276,0
1605172500000,0.35786435786435783,0
1605172800000,0.29956709956709954,0
1605173100000,0.2893217893217893,0
1605173400000,0.2894660894660894,0
1605173700000,0.30952380952380953,0
1605174000000,0.31269841269841264,0
1605174300000,0.3062049062049062,0
1605174600000,0.30447330447330445,0
1605174900000,0.30966810966810965,0
1605175200000,0.3194805194805195,0
1605175500000,0.32236652236652236,0
1605175800000,0.2769119769119769,0
1605176100000,0.30331890331890327,0
1605176400000,0.29956709956709954,0
1605176700000,0.28297258297258293,0
1605177000000,0.34025974025974026,0
1605177300000,0.2873015873015873,0
1605177600000,0.30562770562770564,0
1605177900000,0.3004329004329004,0
1605178200000,0.35974025974025975,0
1605178500000,0.3036075036075036,0
1605178800000,0.286002886002886,0
1605179100000,0.28787878787878785,0
1605179400000,0.32741702741702744,0
1605179700000,0.3489177489177489,0
1605180000000,0.30793650793650795,0
1605180300000,0.31875901875901874,0
1605180600000,0.3233766233766234,0
1605180900000,0.33145743145743145,0
1605181200000,0.3528138528138528,0
1605181500000,0.38253968253968257,0
1605181800000,0.33044733044733043,0
1605182100000,0.34559884559884557,0
1605182400000,0.3232323232323232,0
1605182700000,0.331024531024531,0
1605183000000,0.34357864357864354,0
1605183300000,0.3575757575757576,0
1605183600000,0.40389610389610386,0
1605183900000,0.3616161616161616,0
1605184200000,0.35988455988455986,0
1605184500000,0.3737373737373737,0
